category,sub_category,name,lat,lon,address,phone,operator,kakao_id,category_name,data_source
safety,fire_station,구미소방서,36.1099559886033,128.37620155343626,경북 구미시 수출대로 112,054-440-0143,,8777631,"사회,공공기관 > 행정기관 > 소방서",kakao
safety,fire_station,구미119구조구급센터,36.109963323842244,128.3761905760392,경북 구미시 수출대로 112,054-463-4200,,9663084,"사회,공공기관 > 행정기관 > 소방서 > 119안전센터",kakao
safety,fire_station,구미119화학구조센터,36.1831192659134,128.484961961359,경북 구미시 산동읍 송백로 421,,,2047325322,"사회,공공기관 > 행정기관 > 소방서 > 119구급대/구조대",kakao
