category,sub_category,name,lat,lon,address,phone,operator,osm_type,osm_id,data_source
medical,hospital,혜민의원,36.095486,128.358484,,,,node,368831837,manual
medical,hospital,고아보건지소,36.210489,128.328544,,,,node,368831843,manual
medical,hospital,제일연합의원,36.121705,128.379657,,,,node,368831853,manual
medical,hospital,제일의원,36.24108,128.301835,,,,node,368831855,manual
medical,hospital,삼성의원,36.1241065,128.361695,,,,node,368831864,manual
medical,hospital,다원한약국,36.106458,128.426403,,,,node,368831876,manual
medical,hospital,광명당한의원,36.08621,128.355787,,,,node,368831877,manual
medical,hospital,느티나무한의원,36.0937313,128.4328242,,,,node,368831886,manual
medical,hospital,태을양생한의원,36.112694,128.424249,,,,node,368831888,manual
medical,hospital,신세계의원,36.195069,128.393156,,,,node,368831894,manual
medical,hospital,대구한의대학교부속 구미한방병원,36.11718,128.347006,,,,node,368831907,manual
medical,hospital,세종인테리어,36.094727,128.427561,,,,node,368831913,manual
medical,hospital,포천중문의대부속구미차병원,36.114368,128.340584,,,,node,368831928,manual
medical,hospital,신세계푸드구미차병원,36.114368,128.340584,,,,node,368831934,manual
medical,hospital,구미차병원,36.114368,128.340584,,,,node,368831951,manual
medical,hospital,길요양병원장례식장,36.102389,128.359115,,,,node,368831955,manual
medical,hospital,선산제일병원장례식장,36.217022,128.316136,,,,node,368831962,manual
medical,hospital,하늘정원,36.078411,128.353431,,,,node,368831981,manual
medical,hospital,청소대장,36.072036,128.365949,,,,node,368831987,manual
medical,hospital,컴퓨터병원,36.090456,128.355651,,,,node,368831991,manual
medical,hospital,구미 차병원(CHA Hospital at Gumi),36.1146437,128.340631,,,,node,1722909149,manual
medical,hospital,옥계정형외과,36.1680613,128.4376871,경상북도 구미시 강동로 999-4,+82 54 476 9112,,node,4629462837,manual
medical,hospital,쉬즈산부인과,36.1064239,128.3636209,,,,node,4648282431,manual
medical,hospital,신평정형외과의원,36.1221231,128.3630356,,,,node,4663287699,manual
medical,hospital,대한내과,36.1307414,128.3224269,,,,node,4703499624,manual
medical,hospital,무을보건지소,36.2608795,128.1989746,,,,node,10673274797,manual
medical,hospital,문성정형외과,36.1614221,128.3440231,,,,node,13484159907,manual
medical,hospital,구미강동병원,36.0960633,128.4226833,,,,way,370305236,manual
medical,hospital,임봉보건진료소,36.1394584,128.4595534,,,,way,475829830,manual
medical,hospital,구미시보건소,36.1398895,128.3460259,,,,way,557545717,manual
medical,hospital,순천향대학교부속구미병원,36.1028265,128.3827119,,,,way,1053589210,manual
